,id,link,type,title,text,area_text,area_name,num_areas,city
133,1329,https://districtr.org/COI/29866,coi,Ashli Bolden,STL City Community with same HH income and a good of renters and home owner balance.,STL City Community with same HH income and a good of renters and home owner balance.,Community 1,1,St.Louis
134,1326,https://districtr.org/COI/29867,coi,St. Louis Public School District Funding,"Families with children in the City of St. Louis deal with an ever shrinking pot of money for public schools. TIFs and other incentives to businesses take property taxes out of the tax base, which negatively impacts public school funding. St. Louis Public Schools and publicly-funded charter schools often compete for students, money and staff. This leads to a disjointed education system and pits families and school systems against one another for limited resources, while many in the MO Legislature want to dismantle public school systems all together.","Families with children in the City of St. Louis deal with an ever shrinking pot of money for public schools. TIFs and other incentives to businesses take property taxes out of the tax base, which negatively impacts public school funding. St. Louis Public Schools and publicly-funded charter schools often compete for students, money and staff. This leads to a disjointed education system and pits families and school systems against one another for limited resources, while many in the MO Legislature want to dismantle public school systems all together.",St. Louis Public School District Funding,1,Saint Louis
135,1330,https://districtr.org/COI/29868,coi,Tower Grove community map,This is a community centered around Tower Grove Park and the South Grand Business district. People here use the park regularly and many are younger families. Most would utilize the South Grand business district for meals.  ,This is a community centered around Tower Grove Park and the South Grand Business district. People here use the park regularly and many are younger families. Most would utilize the South Grand business district for meals.  ,Tower Grove South,1,St. Louis
136,1324,https://districtr.org/COI/29869,coi,Jameson W. ,"This is a working class area filled with students, young professionals and longtime residents. It's a walkable neighborhood that has been an affordable place for a cross section of young and old folks to live. Folks share open spaces, like the Westport high school well and have a real attachment to not seeing these spaces overrun by developers. There is certainly a shared interest/fear in seeing the community remain affordable and liveable. ","This is a working class area filled with students, young professionals and longtime residents. It's a walkable neighborhood that has been an affordable place for a cross section of young and old folks to live. Folks share open spaces, like the Westport high school well and have a real attachment to not seeing these spaces overrun by developers. There is certainly a shared interest/fear in seeing the community remain affordable and liveable. ",Westport Residential ,1,Kansas City
137,1327,https://districtr.org/COI/29871,coi,LWVSTL - Sappington Elementary,"Sappington Elementary school in Lindbergh SD.  This school has 32% free and reduced lunches but almost no renters.  So these are homeowners who are likely to experience trouble making a house payment and rely on help with childcare, health services, and low-cost groceries.",Sappington elementary has about a 32% free and reduced lunch,Sappington Elementary school,1,St. Louis
138,1333,https://districtr.org/COI/29877,coi,Southwest St. Louis County People ,"This is a map of an area of Southwest St. Louis County that the people have similar  concern, care and pride in their communities, and their school districts. They participate and support their community functions and  festivals.","This is a map of an area of Southwest St. Louis County that the people have similar  concern, care and pride in their communities, and their school districts. They participate and support their community functions and  festivals.",Southwest St. Louis County People that care about their communities and school districts,1,Saint Louis
139,1334,https://districtr.org/COI/29879,coi,Springfield and the broader metropolitan,"On a macro level, all of these places are areas that I would consider to be a part of Springfield and its broader community/metropolitan. The population of each of the highlighted cities outside of Springfield interacts with Springfield in many important ways. They work in Springfield, they go to Springfield for entertainment, they all use the Springfield hospital system, the schools interact really closely, many of the students of the surrounding areas hang out in Springfield, etc... Springfield is so sprawled out that, if anything, the surrounding cities almost just feel like Springfield suburbs. None of them are typically more than a 20 minute drive out.","On a macro level, all of these places are areas that I would consider to be a part of Springfield and its broader community/metropolitan. The population of each of the highlighted cities outside of Springfield interacts with Springfield in many important ways. They work in Springfield, they go to Springfield for entertainment, they all use the Springfield hospital system, the schools interact really closely, many of the students of the surrounding areas hang out in Springfield, etc... Springfield is so sprawled out that, if anything, the surrounding cities almost just feel like Springfield suburbs. None of them are typically more than a 20 minute drive out.",Springfield and the broader metropolitan area,1,Springfield
140,1335,https://districtr.org/COI/29881,coi,LWVSTL - Crestwood Elementary School,"Crestwood Elementary school in the Lindbergh SD.  This school has 30% free and reduced lunches, but almost no renters.  So these are parent homeowners who are likely to experience trouble making a house payment and rely on help with childcare, health services, and low-cost groceries.",30% of kids at Crestwood Elementary get free and reduced lunches.,Crestwood Elementary,1,St. Louis
141,1339,https://districtr.org/COI/29892,coi,LWVSTL - Kellison Elementary - Rockwood ,"Kellison Elementary school in Rockwood SD. This school has 29% free and reduced lunches, but almost no renters. So these are parent homeowners who are likely to experience trouble making a house payment and rely on help with childcare, health services, and low-cost groceries.  The census boundaries do not describe the boundary of this school well.",This elementary school in Fenton is in the Rockwood school district and has a free and reduced lunch rate of 29%. ,Kellison Elementary - Rockwood,1,St. Louis
142,1342,https://districtr.org/COI/29942,coi,LWVSTL - Clyde Hamrick Elementary,"Clyde Hamrick Elementary school in Fox SD. This Fox SD elementary school has a high number of students qualified for free or reduced lunch- 51%.  The region for this group is not contiguous because the elementary school boundary is not contiguous.  It is mostly homeowners who are likely to experience trouble making a house payment and rely on help with childcare, health services, and low-cost groceries.",This elementary school in Jefferson County has a free and reduced lunch rate of 51%.,Clyde Hamrick Elementary - Fox SD,1,St. Louis
143,1343,https://districtr.org/COI/29951,coi,"LWVSTL -Meramec Heights elementary, Fox ","Meramec Heights Elementary school is in the Fox SD. This elementary school in the Fox school district has a 52% free and reduced lunch rate.  They are mostly homeowners , not renters, who are going to need some assistance to meet their needs.","This elementary school in the Fox school district has a 52% free and reduced lunch rate.  They are mostly homeowners , not renters, who are going to need some assistance to meet their needs.",Meramec Heights Elementary,1,St. Louis
144,1344,https://districtr.org/COI/29957,coi,LWVSTL - Fox Elementary - Fox SD,"Fox elementary has 42% free and reduced lunch rate.  It is in the Fox SD.  Students would be greatly affected by flooding of the Meramec River.  It is mostly homeowners who are likely to experience trouble making a house payment and rely on help with childcare, health services, and low-cost groceries.","Fox elementary has 42% free and reduced lunch rate.  It is in the Fox SD.  
Students would be greatly affected by flooding of the Meramec River.  It is mostly homeowners who are likely to experience trouble making a house payment and rely on help with childcare, health services, and low-cost groceries.",Fox Elementary school - Fox SD,1,St. Louis
145,1351,https://districtr.org/COI/29976,coi,Northern Jefferson County ,"Includes Barnhart and Imperial  suburban bedroom community with numerous subdivisions including Village of Jefferson and Parkton  Shared concerns are crime, traffic congestion and noise from I-55, Windsor C-1 School district","Includes Barnhart and Imperial

suburban bedroom community with numerous subdivisions including Village of Jefferson and Parkton

Shared concerns are crime, traffic congestion and noise from I-55, Windsor C-1 School district",Northern Jefferson County,1,Columbia
146,1354,https://districtr.org/COI/29985,coi,Southern Saline County and adjacent,"S/SE Saline County, NW Cooper, N Pettis Counties.  Includes the towns of Marshall, Sweet Springs, Arrow Rock, Blackwater, Glasgow, Slater.  Cohesive population centers surrounded and separated by large tracts of row-cropping.  Shared interests include tourism, historical preservation, education and youth activities, infrastructure, community spaces (e.g., parks, YMCA), local hospital, concern for flooding, hunting/fishing.  Some concern for social/racial justice. ","S/SE Saline County, NW Cooper, N Pettis Counties.  Includes the towns of Marshall, Sweet Springs, Arrow Rock, Blackwater, Glasgow, Slater.  Cohesive population centers surrounded and separated by large tracts of row-cropping.  Shared interests include tourism, historical preservation, education and youth activities, infrastructure, community spaces (e.g., parks, YMCA), local hospital, concern for flooding, hunting/fishing.  Some concern for social/racial justice. ",Southern Saline County and adjacent,1,Marshall/Saline
147,1356,https://districtr.org/COI/29991,coi,West Central Jefferson City,"'west central  Jefferson City. Residential  and business district, restaurants, middle class homes. Many people employed with State of MO, and local hospitals. Concerns with schools, effects of blasting at local quarry , businesses developing in area.","'west central  Jefferson City. Residential  and business district, restaurants, middle class homes. Many people employed with State of MO, and local hospitals. Concerns with schools, effects of blasting at local quarry , businesses developing in area.",West Central Jefferson City ,1,Jefferson City
148,1358,https://districtr.org/COI/30003,coi,Crestwood/Affton Area Map,,"The area includes the Affton/Crestwood area.  Residents in these areas use Grant’s trail extensively.  Watson Rd runs through the area and used to be home to Crestwood Mall and many other businesses, which have now mostly all closed.  This has left some empty buildings/strip malls and has pushed people further south and into the Kirkwood area to shop. Seems to be a lot of retired residents in this community, but slowly seeing turnover to younger families.",Rachel - Affton/Crestwood Area,1,Saint Louis
149,1362,https://districtr.org/COI/30008,coi,LWVSTL - Trautwein Elementary - Mehville,"Trautwein Elementary school has a free and reduced lunch rate of 39%.  It is in the Mehlville school district.    There are areas of homeowners and renters within this community that are likely to experience trouble meeting their needs and rely on help with childcare, health services, and low-cost groceries.",This elementary school has a free and reduced lunch rate of 39%.  It is in the Mehlville school district.  ,Trautwein Elementary,1,St. Louis
150,1363,https://districtr.org/COI/30010,coi,LWVSTL - Beasley Elem - Mehlville SD,"Beasley Elementary is in the Mehlville SD and has a 50% free and reduced lunch rate among the students.   The elementary school boundary includes most of Jefferson Barracks. There are areas of homeowners and renters within this community that are likely to experience trouble meeting their needs and rely on help with childcare, health services, and low-cost groceries.   ",Beasley Elementary is in the Mehlville SD and has a 50% free and reduced lunch rate among the students.   The elementary school boundary includes most of Jefferson Barracks,Beasley Elementary - Mehlville SD,1,St. Louis
151,1364,https://districtr.org/COI/30015,coi,LWVSTL - Forder elem - Mehlville SD,"Forder elementary is in the Mehlville SD.  There is a free and reduced lunch rate of 41% in this school.   These are mostly homeowners; and parents within this community may experience trouble meeting their needs and rely on help with childcare, health services, and low-cost groceries.  Forder Elem, Beasley Elem, and Bierbaum Elem are in SD 1, separating these three schools from the senate district that the rest of the Mehlville SD is in.  ","Forder elementary is in the Mehlville SD.  There is a free and reduced lunch rate of 41% in this school.   These are mostly  homeowners; and parents within this community  may experience trouble meeting their needs and rely on help with childcare, health services, and low-cost groceries.  Forder Elem, Beasley Elem and Bierbaum Elem are in SD 1, separating these three schools from the senate district that the rest of the Mehlville SD is in.  ",Forder Elementary - Mehlville SD,1,St. Louis
152,1365,https://districtr.org/COI/30017,coi,LWVSTL - Bierbaum Elem - Mehlville SD,"Bierbaum Elem is in Mehlville SD and has a free and reduced lunch rate at 49%.   These are mostly homeowners and a pocket of renters; and parents within this community may experience trouble meeting their needs and rely on help with childcare, health services, and low-cost groceries.  Forder Elem, Beasley Elem, and Bierbaum Elem are in SD 1, separating these three schools from the senate district that the rest of the Mehlville SD is in.  ","Bierbaum Elem is in Mehlville SD and has a free and reduced lunch rate at 49%.   These are mostly homeowners and a pocket of renters; and parents within this community may experience trouble meeting their needs and rely on help with childcare, health services, and low-cost groceries.  Forder Elem, Beasley Elem, and Bierbaum Elem are in SD 1, separating these three schools from the senate district that the rest of the Mehlville SD is in.  ",Bierbaum Elementary - Mehlville SD,1,St. Louis
153,1366,https://districtr.org/COI/30055,coi,Arcadia - North Columbia,North of Smiley Ln is considerably different than south of Smiley lane.  The eastern part of this census tract -- north of Smiley -- is considerably different than the western part. There is a firm line of separation around Derby Ridge Dr between homeowners & renters. ,"North of Smiley Ln is considerably different than south of Smiley lane.

The eastern part of this census tract -- north of Smiley -- is considerably different than the western part. There is a firm line of separation around Derby Ridge Dr between homeowners & renters.

There are lot of retirees throughout the neighborhood. There are a few families and you do see kids playing. The majority of the families are white. ",Arcadia - North Columbia,1,Boone
154,1368,https://districtr.org/COI/30091,coi,Brandon B Map,This is the community I live in.,,Community 1,1,Kansas City
155,1369,https://districtr.org/COI/30101,coi,Tower Grove,This is an area with ample outdoor space for children and adults alike. I see familiar people almost anytime I venture outside. The grocery store is frequented by neighborhood residents and is the kind of place where cashiers recognize me and my family. This community is walkable and boasts numerous local shops and restaurants.,This is an area with ample outdoor space for children and adults alike. I see familiar people almost anytime I venture outside. The grocery store is frequented by neighborhood residents and is the kind of place where cashiers recognize me and my family. This community is walkable and boasts numerous local shops and restaurants.,Tower Grove,1,
156,1428,https://districtr.org/COI/30107 ,coi,LWVSTL - SD10 Recreation areas nr Fulton,"Part of Mark Twain National Forest - Recreation areas, campgrounds etc","Part of Mark Twain National Forest - Recreation areas, campgrounds",LWVSTL - SD10 Recreation areas,1,
157,1429,https://districtr.org/COI/30109,coi,LWVSTL - SD10 Troy Toyota Plant,Manufacturing plant - - provides 900 jobs,Manufacturing plant - 900 jobs,LWVSTL - SD10 Troy Toyota Plant,1,
158,1431, https://districtr.org/COI/30115 ,coi,LWVSTL - SD10 Lincoln Co Egg Farm (CAFO),"Area around Lincoln County Egg Farm. This is a large CAFO,  class 1A. Provides jobs, but nearby residents have environmental concerns, for example runoff into the ground water, odors.","CAFO class 1A. Provides jobs, but also environmental concerns",LWVSTL - SD10 Lincoln County Egg Farm,1,
159,1373,https://districtr.org/COI/30127,coi,Kail Northland Area,"The Northland area includes many commonalities: housing, employment, school districts, lack of public transport, many infrastructure needs.  There is a variety of people, served by many businesses and institutions.  All face burgeoning development and the challenges presented.","This area includes home-owners, renters, and institutions dealing with increasing development.  School districts are very similar in needs, challenges and opportunities.  Public transportation is limited -- the automobile rules!  Relations with ""the city"" of KCMO can be problematic.",Kail Northland area,1,Kansas City
160,1372,https://districtr.org/COI/30128,coi,Columbia north of Broadway,"This community North of Broadway and South of I-70 includes Columbia College and Stephen's Lake Park, both of which attracts a lot of student renters and some home buyers, specifically graduate students and other younger professionals. Three main grocery stores--Gerbes, Walmart, and Hyvee--provide essentials for this community. Lots of local businesses in this community find support in the residents in this area who spend a lot of time at local events like the farmer's market, first fridays, and fun activities like music. Public schools like Ridgeway Elementary and Hickman High School attract settling families and kids to the area, bringing more support for local businesses.","This community North of Broadway and South of I-70 includes Columbia College and Stephen's Lake Park, both of which attracts a lot of student renters and some home buyers, specifically graduate students and other younger professionals. Three main grocery stores--Gerbes, Walmart, and Hyvee--provide essentials for this community. Lots of local businesses in this community find support in the residents in this area who spend a lot of time at local events like the farmer's market, first fridays, and fun activities like music. Public schools like Ridgeway Elementary and Hickman High School attract settling families and kids to the area, bringing more support for local businesses.",Columbia North of Broadway,1,COLUMBIA
161,1374,https://districtr.org/COI/30130,coi,Mark Twain Lake - SD10,"Residents of this rural community around Mark Twain Lake are concerned about flooding this summer. Lake levels fluctuate dramatically, affecting fishing and other tourism. Farmers in this area are worried about commodity prices. ","Residents of this rural community around Mark Twain Lake are concerned about flooding this summer. Lake levels fluctuate dramatically, affecting fishing and other tourism. Farmers in this area are worried about commodity prices. ",Mark Twain Lake - SD10,1,Saint Louis
162,1375,https://districtr.org/COI/30137,coi,Callaway Nuclear Power Plant,Issues of security and safety are top of mind for people living near the state's only nuclear plant producing electricity. Waste is stored on site and this area is part of the New Madrid Seismic Zone. Many think communication with government officials could be better.  ,Issues of security and safety are top of mind for people living near the state's only nuclear plant producing electricity. Waste is stored on site and this area is part of the New Madrid Seismic Zone. Many think communication with government officials could be better.  ,Callaway Nuclear Power Plant,1,St. Louis
163,1578,https://districtr.org/COI/30154,coi, Wentzville Liberty High School  , Wentzville Liberty High School  St Charles County,"Communities with police stations nearby. The St. Charles County Police Department provides service to unincorporated St. Charles County and works closely with local municipal police to monitor the county’s eight patrol zones. The division also provides contract patrols in the cities of Augusta, Weldon Springs Heights, St. Paul, Flint Hill, Portage De Sioux, New Melle, and West Alton. Additionally, a full-time officer is dedicated to patrol services in the municipalities of Dardenne Praire and Weldon Spring.",St Charles County Law Enforcement Agencies,1,O'Fallon
164,1381,https://districtr.org/COI/30161,coi,LWVSTL - Mehlville High School,"Mehlville High School. The Mehlville School district is divided into two high schools.  Mehlville HS  is fairly evenly divided between Dist 15 and 1.   This community is crossed by two major roadways I55 and I270/I255.  This community is less of a bedroom community than their rival within the same school district, Oakville HS which is mostly in Dist 1. ","Mehlville High School. The Mehlville School district is divided into two high schools.  Mehlville HS  is fairly evenly divided between Dist 15 and 1.   This community is crossed by two major roadways I55 and I270/I255.  This community is less of a bedroom community than their rival within the same school district, Oakville HS which is mostly in Dist 1.",Mehlville High school,1,St. Louis
165,1382,https://districtr.org/COI/30168,coi,LWVSTL,Oakville High School.   The Mehlville School district is divided into two high schools.  Oakville HS  is more in Dist 1.    This community a bedroom community with no major interstate highways crossing the boundary.  Their rival within the same school district has more retail industry.  Oakville HS which is mostly in Dist 1. ,"Oakville High School.   The Mehlville School district is divided into two high schools.  Oakville HS  is more in Dist 1.    This community a bedroom community with no major interstate highways crossing the boundary.  Their rival within the same school district has more retail industry.  Oakville HS which is mostly in Dist 1.
",Oakville High School,1,St. Louis
166,1383,https://districtr.org/COI/30174,coi,Mehlville School District,Mehlville School District is located in south St. Louis County and is divided between two senate districts - 1 and 15.  All the voters here want quality schools.  The community's worries about their school district  have less weight in the legislature because they are a smaller voice in two districts rather than a bigger voice in a single district.  The voters are split between two districts. ,Mehlville School District is located in south St. Louis County and is divided between two senate districts - 1 and 15.  All the voters here want quality schools.  The community's worries about their school district  have less weight in the legislature because they are a smaller voice in two districts rather than a bigger voice in a single district.  The voters are split between two districts.,Mehlville School District,1,St. Louis
167,1384,https://districtr.org/COI/30177,coi,St Louis County flagship library,"Walkable to St. Louis County central library and Frontenac mall. Community is upper middle class and above, concerned about education and taxes. ","Walkable to STL County library and Frontenac mall, folks are concerned about education and taxes. ",STL County Library,1,St. Louis
168,1385,https://districtr.org/COI/30188,coi,LWVSTL - Mid-MO Catholic Community,Mid-MO Catholic Community. This community is very Catholic.  They all attend each other's church festivals and many want their children to go to Catholic School.  It is mostly a farming community.  Many families have at least one parent working for the state of Missouri in Jefferson City. ,"Mid-MO Catholic Community. This community is very Catholic.  They all attend each other's church festivals and many want their children to go to Catholic School.  It is mostly a farming community.  Many families have at least one parent working for the state of Missouri in Jefferson City.  
David Honse of Vienna, MO aided in the creation of this COI.",Mid -MO Catholic Community,1,St. Louis
169,1748,https://districtr.org/COI/30191,coi,Areas with Saint Charles Area Transit ,"St. Charles County does not offer bus services. However, the City of St. Charles provides in-town transportation services to various locations during select times. The Saint Charles Area Transit system, otherwise known as SCAT, consists of 5 bus routes that provide transportation to various locations within the City of Saint Charles as well as to the Metrolink North Hanley Station. All buses are equipped with wheelchair lifts. Contact SCAT at 636-949-3364.","St. Charles County does not offer bus services. However, the City of St. Charles provides in-town transportation services to various locations during select times. The Saint Charles Area Transit system, otherwise known as SCAT, consists of 5 bus routes that provide transportation to various locations within the City of Saint Charles as well as to the Metrolink North Hanley Station. All buses are equipped with wheelchair lifts. Contact SCAT at 636-949-3364.",LWV SD02 SD23 St Charles County Public Transit,1,O'Fallon
170,1497,https://districtr.org/COI/30193,coi,LWV SD02 SD23 St Charles County - Rural ,"Rural areas of St Charles County, some areas subject to flooding. Primarily farmland and other agricultural use","Rural areas of St Charles County, some areas subject to flooding. Primarily farmland and other agricultural use","LWV SD02 SD23 St Charles County - Rural Lower Elevation	Rural areas of St Charles County, some areas subject to flooding. Primarily farmland and other agricultural use",1,O'Fallon
171,1530,https://districtr.org/COI/30197,coi,LWV SD02 SD23 St Charles County - Rural ,"Rural areas of St Charles County, in areas not subject to flooding from major rivers. Primarily wooded and undeveloped.","Rural areas of St Charles County, in areas not subject to flooding from major rivers. Primarily wooded and undeveloped.",LWV SD02 SD23 St Charles County - Rural Higher Elevation,1,O'Fallon
172,1532,https://districtr.org/COI/30199,coi,LWVSTL - St Charles City,"City of St Charles, The population was 65,794 at the 2010 census","The population was 65,794 at the 2010 census",LWV SD23 St Charles City,1,O'Fallon
173,1534,https://districtr.org/COI/30205,coi,LWVSTL - St Peters City,"City of St Peters, The 2010 census showed the city's population to be 52,575 ","The 2010 census showed the city's population to be 52,575",LWV SD02 SD23 St Peters City,1,O'Fallon
174,1535,https://districtr.org/COI/30209,coi,LWVSTL - Ofallon City,"City of Ofallon. As of the 2010 census, O'Fallon had a population of 79,329","As of the 2010 census, O'Fallon had a population of 79,329",LWV SD02 SD23 Ofallon City,1,O'Fallon
175,1536,https://districtr.org/COI/30211,coi,LWVSTL - City of Cottleville ,"City of Cottleville. The population was 3,075 at the 2010 census.","The population was 3,075 at the 2010 census.",LWV SD02 SD23 City of Cottleville ,1,O'Fallon
176,1537,https://districtr.org/COI/30213,coi,City of Flint Hill,City of Flint Hill. The population was 525 at the 2010 census.,The population was 525 at the 2010 census.,LWV SD02 City of Flint Hill,1,O'Fallon
177,1538,https://districtr.org/COI/30216,coi,City of Dardenne Prairie ,"City of Dardenne Prairie. The population was 11,494 at the 2010 census.","The population was 11,494 at the 2010 census.",LWV SD02 City of Dardenne Prairie ,1,O'Fallon
178,1391,https://districtr.org/COI/30227,coi,Southwest Baptist University Off-Campus,locations where students rent off-campus apartments and duplexes,locations where students rent off-campus apartments and duplexes,Southwest Baptist University Student Rentals,1,Bolivar
179,1390,https://districtr.org/COI/30228,coi,Springfield Metroplex,"An area that shares common issues of traffic, water flow, population density around MSU, economic development, poverty, and people who drive into Springfield to work, back and forth.","An area that shares common issues of traffic, water flow, population density around MSU, economic development, poverty, and people who drive into Springfield to work, back and forth.",Springfield Metroplex,1,"Springfield, Greene"
180,1539,https://districtr.org/COI/30233,coi,City of Wentzville ,"City of Wentzville. As of the 2010 census, the city had a total population of 29,070","As of the 2010 census, the city had a total population of 29,070",LWV SD02 City of Wentzville ,1,O'Fallon
181,1394,https://districtr.org/COI/30234,coi,Southeast Springfield,"Middle to upper middle class citizens, with wide range of ages, including many families as well as many retired citizens. ",,Community 1,1,Springfield
182,1393,https://districtr.org/COI/30235,coi,East of 65 SGF,Springfield east of 65,Springfield East of 65,Community 1,1,Springfield Greene
183,1540,https://districtr.org/COI/30236,coi,City of Lake St Louis ,"City of Lake St Louis. The population was 14,545 as of the 2010 US Census.","The population was 14,545 as of the 2010 US Census.",LWV SD02 City of Lake St Louis ,1,O'Fallon
184,1392,https://districtr.org/COI/30238,coi,young single family,"young single family with 1-2 children, first home and first mortgage","young single family with 1-2 children, first home and first mortgage",young single family,1,Bolivar
185,1396,https://districtr.org/COI/30240,coi,Mexico - SD10,"Small town with residents concerned about unstable Internet connections and poor roads. Salt River may cause road flooding on Hwy 54, making it difficult to get to downtown Mexico from the east side. Many residents work in Columbia or Jeff City. Audrain County Courthouse and Chamber of Commerce have nice meeting rooms. Three school districts serve this area.  Residents are concerned that Mexico has gone to 2A, with fewer children as the population has declined. Residents support the schools and paid for the Mexico high school to get artificial turf and exceptional athletic facilities.","Small town with residents concerned about unstable Internet connections and poor roads. Salt River may cause road flooding on Hwy 54, making it difficult to downtown Mexico from the east side. Many residents work in Columbia or Jeff City. Audrain County Courthouse and Chamber of Commerce have nice meeting rooms.",Mexico,1,Mexico
186,1402,https://districtr.org/COI/30241,coi,Springfield Metroplex,People living in the greater Springfield area with similar interests.,People living in the greater Springfield area with similar interests.,Springfield Metroplex,1,Springfield/Greene
187,1541,https://districtr.org/COI/30242,coi,City of Weldon Spring ,"City of Weldon Spring. The population was 5,443 at the 2010 census.","The population was 5,443 at the 2010 census.",LWV SD23 City of Weldon Spring ,1,O'Fallon
188,1417,https://districtr.org/COI/30244,coi,Greater Raytown School District/ SE KCMO,"This map covers the historic community of Raytown, Missouri founded in the early 19th century and the parts of the Raytown C-2 school district annexed   into southeast Kansas City, Missouri and Independence, Missouri. Raytown was founded in the early 19th century as a blacksmith shop on the Santa Fe trail with a walkable mixed use community center. The map includes small parts of the quality C-2 Raytown school community that were annexed by Kansas City, Missouri and Independence, Missouri. The community is car dependent with limited transit availability and a few bike trails or sidewalks. Much of the community infrastructure is aging with water main breaks, inconsistent access to broadband, and roads torn up by utility work and water line breaks. The community is struggling with economic development issues as traditional mixed use businesses in the historic city center struggle and new strip mall developments and business chains develop on the 350 Highway corridor. The community's strong school district is a long time source of local pride and attracts new residents along with relatively affordable housing. The community has recent struggles with issues of financing it's police department and public infrastructure.",,Community 1,1,Kansas City/ Jackson County
189,1395,https://districtr.org/COI/30245,coi,homeless population,homeless and transient people will congregate around the downtown area near Salvation Army,homeless and transient people will congregate around the downtown area near Salvation Army,homeless population,1,BOLIVAR
190,1543,https://districtr.org/COI/30247,coi,City of Foristell,City of Foristell. The population was 505 at the 2010 census.,The population was 505 at the 2010 census.,LWV SD02 City of Foristell,1,O'Fallon
191,1398,https://districtr.org/COI/30248,coi,South of 60 SGF,Springfield south of 60,,Community 2,1,Springfield Greene
192,1397,https://districtr.org/COI/30250,coi,SBU Professor Housing,areas where SBU professors live,areas where SBU professors live,Southwest Baptist University Professor Housing,1,Bolivar
193,1399,https://districtr.org/COI/30251,coi,South Central Springfield,"Tourist attractions (Bass Pro, Wonders of Wildlife, Battlefield Mall, several restaurants). A lot of shopping, restaurants, medical facilities. Heavy traffic in this area and noisy. ","Tourist attractions (Bass Pro, Wonders of Wildlife, Battlefield Mall, several restaurants). A lot of shopping, restaurants, medical facilities. Heavy traffic in this area and noisy. ",South Central Springfield,1,Springfield
194,1400,https://districtr.org/COI/30252,coi,Stone and Taney County Area,Stone and Taney Counties with some portions of Christian County and Lawrence county should be in one district.,,Community 1,1,Cape Fair
195,1544,https://districtr.org/COI/30253,coi,City of New Melle,City of New Melle. The population was 475 at the 2010 census.,The population was 475 at the 2010 census.,LWV SD02 City of New Melle,1,O'Fallon
197,1401,https://districtr.org/COI/30255,coi,Ft Leonard Wood area,This community encompasses Ft Leonard Wood and the Waynesville R6 School District.,This community encompasses Ft Leonard Wood and the Waynesville R6 School District.,Ft Leonard Wood Adjacent Community,1,Waynesville
198,1545,https://districtr.org/COI/30256,coi,City of Augusta,City of Augusta. The population was 253 at the 2010 census. ,The population was 253 at the 2010 census. ,LWV SD02 City of Augusta,1,O'Fallon
199,1546,https://districtr.org/COI/30257,coi,City of West Alton,City of West Alton. The population was 522 at the 2010 census. ,The population was 522 at the 2010 census. ,LWV SD23 City of West Alton,1,O'Fallon
200,1404,https://districtr.org/COI/30259,coi,North of 44 SGF,Springfield north of 44,,Community 3,1,Springfield Greene
201,1547,https://districtr.org/COI/30260,coi,City of Portage Des Sioux,City of Portage Des Sioux. The population was 328 at the 2010 census,The population was 328 at the 2010 census,LWV SD23 City of Portage Des Sioux,1,O'Fallon
202,1406,https://districtr.org/COI/30261,coi,NE Springfield Rural Area,"This area emcompasses a portion of the Springfield School District, a portion of Springfield and a surrounding rural area.  The school is in a more isolated area.  Residents have larger lots but most work in Springfield.","This area emcompasses a portion of the Springfield School District, a portion of Springfield and a surrounding rural area.  The school is in a more isolated area.  Residents have larger lots but most work in Springfield.",NE Springfield Rural Area,1,"Springfield, Greene"
203,1548,https://districtr.org/COI/30263,coi,City of St Paul,"City of St Paul. The population was 1,829 at the 2010 census.","The population was 1,829 at the 2010 census.",LWV SD02 City of St Paul,1,O'Fallon
204,1408,https://districtr.org/COI/30264,coi,Deb's Springfield City and Outskirts Map,Lots of subdivisions and retail. Churches and hospitals. Colleges. Rural. Caucasion.,"Springfield, MO - rural and religious, mostly Caucasian. Lots of subdivisions, banks and gas stations.
High poverty.
",Springfield City Map,1,Springfield
205,1407,https://districtr.org/COI/30267,coi,NE Springfield,NE Soringfield,,Community 4,1,Springfield Greene
206,1409,https://districtr.org/COI/30269,coi,SE Springfield,SE Springfield,,Community 5,1,Springfield Greene
207,1412,https://districtr.org/COI/30270,coi,LS metro,"As LS metro becomes more urban and developed, there are community issues of land use, zoning, TIF incentives.  There are impacts on infrastructure and education.  Many issues of property taxes and different sales tax rates.","As LS metro becomes more urban and developed, there are community issues of land use, zoning, TIF incentives.  There are impacts on infrastructure and education.  Many issues of property taxes and different sales tax rates.",Lee's Summit metro,1,Lee's Summit
208,1410,https://districtr.org/COI/30271,coi,Mexico - SD10,"Small town with residents concerned about unstable Internet connections and poor roads. Salt River may cause road flooding on Hwy 54, making it difficult to get to downtown Mexico from the east side. Many residents work in Columbia or Jeff City. Audrain County Courthouse and Chamber of Commerce have nice meeting rooms. Three school districts serve this area. Residents are concerned that Mexico has lost population.  Residents support the schools and paid for the Mexico high school to get artificial turf and exceptional athletic facilities but students now compete in 2A instead of Class 4. All students in Mexico Public Schools now get free breakfast and free lunch since more than half qualify. No longer have bus or cab service, and residents need a car to get to Walmart or Aldi's south of town. Union jobs were lost when major industries closed (FireBrick and AB Green). Mexico's paper now comes out twice a week; Audrain County has a weekly newspaper based in Vandalia. ","Small town with residents concerned about unstable Internet connections and poor roads. Salt River may cause road flooding on Hwy 54, making it difficult to downtown Mexico from the east side. Many residents work in Columbia or Jeff City. Audrain County Courthouse and Chamber of Commerce have nice meeting rooms.",Mexico,1,Mexico
