,id,link,type,pseudo_coi,title,text,area_text,area_name,num_areas,city
209,1155,https://districtr.org/COI/28498,coi,,Environment of Madison Northside,"This map is the north side of Madison, which has natural boundaries from the rest of Madison. The quality of life on the north side of Madison is influenced by stewardship of the 213.5 acre Warner Park on Lake Mendota, Cherokee Marsh, and the Dane County Regional Airport.","The north side of Madison is bounded by green space or Lake Mendota on three sides, with the airport and public golf course on the fourth side. Environmental issues and stewardship of public spaces play a big role in quality of life. The proximity to the airport means people are exposed to noise and PFAS pollution. These issues are very controversial.

Warner Park users: walkers, runners, bicyclists, fishermen, naturalists, sports (softball, soccer, other) players and spectators, community center users, Mallards Baseball attendees, children

Cherokee Marsh visitors: walkers, motorless watercraft users, fishermen, families, naturalists, and outdoor education groups

Mendota Mental Health grounds users, including Governor's Island: walkers,  fishermen, bicyclists, watercraft

",North Side of Madison,1,Madison
211,1158,https://districtr.org/COI/28527,coi,,Eken Park/Union Corners,Middle and low income neighborhoods on Madison's east and north sides.,Mixed residential and commercial. Multi-ethnic and multi-racial. Middle and low income bracket. Much new housing construction underway without demolishing older houses. Former Oscar Mayer plant site will see major redevelopment and population growth in coming years.,Eken Park/Union Corners,1,Madison
213,1162,https://districtr.org/COI/28531,coi,,"Michelle's Barron County, Rice Lake","Rural city, largest in Barron County, supports local farming communities","Small rural farming community, most populous city in Barron County, shopping for supplies; tourist area, fishing, hunting area, plus light industry - small factories; medical center for surrounding area","Rice Lake, Wisconsin",1,Rice Lake
215,1163,https://districtr.org/COI/28538,coi,,Jana's Community,"My community includes the City of Racine, and the Villages of Wind Point, Caledonia and Mount Pleasant where I live, where I work, where my husband works, and locations where we shop, dine, and visit.","Racine County including  the City of Racine, Village of Wind Point, Caledonia and Mount Pleasant",Community 1,1,Racine
217,1165,https://districtr.org/COI/28541,coi,,Restoring the Heights,"Community that centers around Washington Park. If we were to hold a rally or community meeting, it would be about coming together to make sure the park is back alive and requirements are met to a professional standard and how we would continue to keep the park up as a whole. For too long, the Washington Heights community has not had the green recreation space that it deserves. ","Community that centers around Washington Park. If we were to hold a rally or community meeting, it would be about coming together to make sure the park is back alive and requirements are met to a professional standard and how we would continue to keep the park up as a whole. For too long, the Washington Heights community has not had the green recreation space that it deserves. ",Washington Heights Community,1,Milwaukee
219,1167,https://districtr.org/COI/28567,coi,,Norcross Family's Ocon-based  Community,"We drew this from the perspective of our family and the ""radius of interactions"" (school, shopping, dining/cafes, frequently-visited town centres, recreation, friends, etc.).  The population doesn't quite fit a state-legislature size, but it shows how many district lines can dissect a community. This community would be shared by many in our local area (shopping at Pick 'n Save/Piggly Wiggly/Sendick's, dining out in Oconomowoc or Delafield, shopping near Target/Best Buy, soccer in Wales or Ewald Fields, etc.).  #FairMaps is incredibly important to us. Redistricting should be a - well - boring affair, one that is free of partisanship and that should promote ""fair and square"" elections. A fairly-drawn district should make sense to constituents since they should be able to see what they all have in common (and why they would be represented in Madison or Washington the way they are). ","Based on the interactions of a family located on Lac La Belle (with kids in AUSD, friends across Lake Country, local recreational activities and regular shopping/dining designation. ",Oconomowoc-centered Community,1,Oconomowoc
220,1169,https://districtr.org/COI/28598,coi,,Town of Buchanan neighborhoods ,Town of Buchanan within Kimberly School District and Darboy Sanitary District ,,Community 1,1,Outagamie
221,1171,https://districtr.org/COI/28607,coi,,9:30AM 071321 NSFM Dorothy-Portage area,"This is nice small town Wisconsin, with Portage, Pardeeville, and environs. See map for more details.","I live half-way between Portage and Pardeeville. We lived more than 30 years in the Pardeeville School District but are now in the Portage School District. We spend a lot of time in both areas. The area is commutable to Madison, which we like.  For years my husband commuted to Madison for work. This area is more aligned to areas on the west and south -- because of Baraboo and Madison commuters -- rather than to the east and north, which is more of a farming and tourist area.",Dorothy - lives in Portage area,1,Township of Pacific
223,1172,https://districtr.org/COI/28625,coi,,Appleton as a Community of Interest,Appleton is a whole community. This map  has the least number of representatives as possible keeping Appleton whole.,Appleton is one community. Do not divide the city into different Assembly Districts. This process prompts the question: Who is my Assembly Representative? My map allows easy communication with my Assembly Representative. This way I choose my Representative when I vote and not the Representative who chooses their voters.,Appleton,1,Appleton
224,1174,https://districtr.org/COI/28634,coi,,East of Kinnickinnic-Bayview Map,"Map of East of Kinnickinnic-Bayview in Milwaukee, WI. ","Home to more long term residents. More family and community oriented--people get to know their neighbors and will recognize other people out and about. 

Predominantly white residents, but racially diverse business owners. There are a lot of female business owners. Similarities in socio-economic status. For the most part people are middle class. Generally speaking, most people are college educated. Progressive and democrat leaning community. 

People care about Black Lives Matter, LGBTQ Pride, Milwaukee pride. 

Environmentally conscious neighborhood. There are plenty of bike lanes/routes, locally sourced ingredients, people/businesses composting, bus routes, businesses/schools doing green infrastructure. Bayview was a host site for the Milwaukee compost pilot program.

Residents/businesses value art and support artists. 

Issues/Concerns: People care about preservation of historic sites, community sites, outdoor spaces. People care about maintaining traditions. People care about the increase in cost of living and housing prices. 

Traffic safety and speeding (people are advocating for bump outs). Bike and pedestrian safety is a concern.

Public safety in terms of street lights or ""suspicious"" activity. 

Lake Michigan: swimming/water quality issues. South shore is usually not safe to swim. Rising water levels in terms of the breakout wall and boat docking areas. Water pollution. 

 ",East of KK-Bayview,1,Milwaukee
225,1176,https://districtr.org/COI/28654,coi,,Washington Heights Milwaukee,This is my neighborhood,,Washington Heights,1,Milwaukee
226,1178,https://districtr.org/COI/28657,coi,,Menominee Nation and Border Towns,"Members of the Menominee, shared employment, those employed by the Menominee Nation so casino workers, those working at the Menominee college or lumber mill. Shared community interests, in the health of the waterways and the Menominee forest which goes hand in hand with the tourism in the area. ","Members of the Menominee, shared employment, those employed by by the Menominee Nation so casino workers, those working at the Menominee college or lumber mill. Shared community interests, in the health of the waterways and the Menominee forrest which goes hand in hand with the tourism in the area. ",Menominee Border Towns,1,
229,1181,https://districtr.org/COI/28695,coi,,Sheboygan - a Vibrant Lakefront Communit,"I live within the city limits of Sheboygan, which runs along Lake Michigan. Water resources, including clean water, wetlands, and green and water spaces, are all important features of my community and are worth protecting. I am a retired teacher and value education at all levels. My community is ethnically and economically diverse, which enriches the community but also creates special needs for the community. I value that diversity greatly. ","I live within the city limits of Sheboygan, which runs along Lake Michigan. Water resources, including clean water, wetlands, and green and water spaces, are all important features of my community and are worth protecting. I am a retired teacher and value education at all levels. My community is ethnically and economically diverse, which enriches the community but also creates special needs for the community. I value that diversity greatly. ",Geralyn - lives in City of Sheboygan,1,Sheboygan
230,1185,https://districtr.org/COI/28718,coi,,Watertown Community of Interest,"The Watertown COI is in large part defined by the Watertown Unified School District and outlying rural areas adjacent to the district.  The Watertown Community of Interest is rather expansive and includes Watertown, Pipersville, Lebanon, Ashippun, Clyman and portions of Ixonia.  The Watertown Community of Interest exists in Dodge and Jefferson County, but should not be separated because of this by district boundries.  ","The Watertown Community of Interest is rather expansive and includes Watertown, Pipersville, Lebanon, Ashippun, Clyman and portions of Ixonia.  The Watertown COI was first settled by German immigrants in the mid 1800s.  The City of Watertown now has a population of more than 24,000 residents.  Watertown and the surrounding areas are heavily influenced by strong religious ties, with numerous churches and church schools.   

Watertown has had a strong commitment to education and is nationally known for having the site of the first kindergarten.  The Watertown Community of Interest (COI) is home to Luther Prep High School, Maranatha University, eleven private and parochial schools, and seven public schools in the Watertown Unified School District serving students in grades pre-kindergarten through high school.  Maranatha University over the years has made it their mission to become more involved in the Watertown community.  For example, they will often make their facilities available for community meetings and they also offer music lessons to students from Watertown and neighboring communities.  The Lutheran Prep High School has also had a strong influence in the Watertown COI. 

Watertown has had a strong reputation for excellent schools for a long time and this has been a significant factor in broadening the boundaries of the Watertown COI.  Children from many outlying rural areas feed into the Watertown Unified School District.  For example, the Watertown School District reaches to the western edges of Ixonia, the southern edges of Clyman, the western edges of Ashippin, and the northern edges of Sullivan, even though these towns are all part of other school districts.  Lebanon is the only town today that has a school system that eventually feeds into the Watertown Unified School District.  Years ago, families in the rural farming regions around Watertown would strive to make their land contiguous with land that was part of the Watertown school district, which would then allow their children to attend the Watertown schools.  As a result, the Watertown School District includes very large rural areas that stretch to the edges of these other communities.  This has been a significant factor in enlarging the Watertown COI over time.

Another factor contributing to the breadth and strength of the Watertown COI is the abundance of natural resources.  There are numerous parks and wildlife areas in the Watertown COI.  The Rock River is one of the central resources that bends and winds its way around and through the Watertown area, giving rise to many parks and recreational areas.  This has led to the branding ‘A River Runs Through It’ for the Watertown area.  The meandering of the Rock River has also led to some actual islands within the Watertown area that are rather unique.  The Riverside and Brandt Quirk Parks in particular are today very popular for community gatherings and festivals.  

In recent years Watertown has changed in ways that are impacting the identity of the community. Steady growth in Watertown is averaging nearly 1.5% per year, with increasing numbers of students enrolling in the Watertown schools.  As a result, a number of sub-divisions have been developed in recent years, particularly around the western portions of Watertown.  These western parts of Watertown continue to be active areas for housing development, especially near the intersections of Hwy 26 and Hwy 19.  State Hwys 19, 16 and 26 provide quick access to neighboring communities and to the I94 system.  This has encouraged steady residential and industrial growth in the Watertown COI.  Today there is a mixture of citizens who either work right in the Watertown COI or commute to surrounding cities and towns, including Janesville, Milwaukee and Madison.  

Although the Watertown COI is unique in that it is part of both Dodge and Jefferson County, this has not created notable divisions in the community.  Given the growth and breadth of the Watertown COI, there are many people who come to the Watertown area for recreation, employment or other community interests from outlying communities like Lake Mills, Jefferson, Marshall, Reeseville, and Johnson Creek.  The Watertown YMCA, which is associated with the Oconomowoc YMCA, is a good example of a strong nonprofit organization that draws children and adults from surrounding areas who participate in numerous recreational and community activities.  The Watertown COI is a good example of people who have many common interests today stemming from a rich history of collaboration and development.    
","Watertown, WI Comunnity of Interest",1,Lake Mills
232,1190,https://districtr.org/COI/28822,coi,,Pat's Map,This is the community most of Pat's friends live in and includes the places that are important to Pat.,"In addition to activities that mean a lot to Pat, most of her friends live in this area.",Pat's Community of Interest,1,Racine
233,1191,https://districtr.org/COI/28841,coi,,Dick's Community,All of Dick's needs are met withing the small area described on the map.  ,,Dick's Favorite Community,1,Racine and Racine County
234,1212,https://districtr.org/COI/28842,coi,,Foxwell & Quinn Community of Interest,,"The Polk County communities where the Foxwell's and Quinn's live, work, shop, recreate and participate in community affairs.",Foxwell & Quinn COI,1,Polk County
235,1193,https://districtr.org/COI/28846,coi,,Meg's St. Croix Falls Map,Small town community in northwestern Wisconsin that services a a large surrounding area of towns and rural areas that attracts tourists and recreation visitors,"Commercial, retail, dining, entertainment, theatre, professional services; live/work establishments - owners live above retail businesses (zoned for this arrangement) ; bordered by residential areas, Interstate State Park, National Scenic Riverway, St. Croix River; all small businesses; supports regional tourism activities.",Downtown St. Croix Falls,1,St. Croix Falls
236,1192,https://districtr.org/COI/28847,coi,,Pedersen COI,County of residence.,Polk County  is the Pedersen county of residence. They would like to see the county included in a single assembly district if the numbers allow.,Jerry & Loretta Pedersen COI,1,Polk County
238,1195,https://districtr.org/COI/28855,coi,,Connie & Wanda COI,,"Portion of Polk County including small schools, small communities, rural recreation and small farms  where we live , volunteer and recreate.",Connie & Wanda's COI,1,Polk County
239,1196,https://districtr.org/COI/28860,coi,,Merry's Map of Osceola,"Village with local residents, commuters to MN, broad community services and businesses","Very welcoming community with both industry (e.g.Polaris), sports, new library, hospital, with small-town feel; vibrant downtown with private businesses, variety of types of people, full-time residents and some commuters (to Minnesota); community members very involved in local groups",Village of Osceola,1,Osceola
240,1197,https://districtr.org/COI/28861,coi,,Pam's Polk County COI,,"Pam's area of Polk County where she lives, worships, shops and recreates.",Pam's COI,1,Polk County
242,1199,https://districtr.org/COI/28870,coi,,Racine Area,"Beautiful location on Lake Michigan with a diverse population, many cultural activities, and social events.",,Racine,1,Racine and Racine County
244,1202,https://districtr.org/COI/28880,coi,,Greater Racine,"A diverse community with many outdoor activities including the Lake areas, biking and hiking trails. Racine has many parks, ethic restaurants, venues for local bands and is a great place to live.",,Greater Racine,1,Racine 
245,1201,https://districtr.org/COI/28881,coi,,Warren's St. Croix Falls Map,Small city on the St. Croix River with tourism and commerce,"Small city with tourism and commerce, with parks, trails, St. Croix River",St. Croix Falls,1,Polk
248,1206,https://districtr.org/COI/28888,coi,,Robert's Osceola COI,,"Osceola is the place where Robert lives, works and plays.",Robert's Home Community of Interest,1,Osceola
249,1207,https://districtr.org/COI/28891,coi,,Wausau/ D. C. Everest/Mosinee Community ,"Communities connected by the WI River, Mosinee Airport, two paper mills, school districts of Wausau, D. C. Everest and Mosinee, being both public and private. Communities of Interest include: the Wisconsin River and the recreation along the river; two paper mills; the Central Wisconsin Airport; recreation—hiking, biking and cross-country ski trails; the 400 Block; shopping and commercial interests; museums; churches; school sports. The School Districts should have one representative in the Assembly to represent the communities of interest. Due to gerrymandering in 2011, the Everest District has two representatives. For example, Rothschild is represented by Rep. Snyder and Weston is represented by Rep. Spiros. Wausau School District has two representatives—Rib Mountain is represented by Rep. Spiros while the city of Wausau is represented by Rep. Snyder. Neighborhoods and municipal lines need to be contiguous. Communities should not be split up having more than one representative and dividing constituents literally neighborhood by adjoining neighborhood. The communities of Wausau, Rib Mountain, Schofield/Rothschild, Weston, and Mosinee having so many common interests, and concerns should be kept whole as to its governmental representation. Due to gerrymandering efforts the situation now divides cities and towns with jagged zig zagging boundary lines of districts determining political representation in this region.  To right this intentionally created wrong, keep communities of interest complete.  ","Communities connected by the WI River, Mosinee Airport, two paper mills, school districts of Wausau, D. C. Everest and Mosinee, being both public and private. Communities of Interest include: the Wisconsin River and the recreation along the river; two paper mills; the Central Wisconsin Airport; recreation—hiking, biking and cross-country ski trails; the 400 Block; shopping and commercial interests; museums; churches; school sports.
The School Districts should have one representative in the Assembly to represent the communities of interest. Due to gerrymandering in 2011, the Everest District has two representatives. For example, Rothschild is represented by Rep. Snyder and Weston is represented by Rep. Spiros. Wausau School District has two representatives—Rib Mountain is represented by Rep. Spiros while the city of Wausau is represented by Rep. Snyder.
Neighborhoods and municipal lines need to be contiguous. Communities should not be split up having more than one representative and dividing constituents literally neighborhood by adjoining neighborhood. The communities of Wausau, Rib Mountain, Schofield/Rothschild, Weston, and Mosinee having so many common interests, and concerns should be kept whole as to its governmental representation. Due to gerrymandering efforts the situation now divides cities and towns with jagged zig zagging boundary lines of districts determining political representation in this region.  To right this intentionally created wrong, keep communities of interest complete.

",Wausau/ D. C. Everest/Mosinee Community of Interest,1,Wausau
251,1208,https://districtr.org/COI/28895,coi,,Ann's COI,Ann's home base.,"Ann's home base where she lives, works, shops, worship's and recreates. City of trails with great outdoor opportunities including the St. Croix National Scenic River.",Ann's COI,1,St. Croix Falls
252,1211,https://districtr.org/COI/28896,coi,,"Beth's Map for Oregon, Wisconsin","The community is comprised of the Town and Village of Oregon, Wisconsin.  There are approximately 13,000 people in our community. The Village of Oregon has apartments, single family homes, multi-unit dwellings, and businesses.  The Town is mostly rural, with many large farms and rural subdivisions.",The Town and Village of Oregon,Community 1,1,Dane
253,1209,https://districtr.org/COI/28897,coi,,Cheryl's Osceola Map,,"7 twin home buildings with 14 residences
Part of Pheasant Run Subdivision, southeast of downtown Osceola",Deer Path Condominium Association,1,Polk
254,1210,https://districtr.org/COI/28898,coi,,Jerry's Home Base,,"Jerry's home base where he lives, works, shops and recreates.",Jerry's COI,1,Osceola
255,1213,https://districtr.org/COI/28906,coi,,"Town and Village of Oregon, Wisconsin","Oregon is a small rural town, 8 miles south of Madison.  The map consists of the Town and Village of Oregon.",,Community 1,1,Dane
256,1214,https://districtr.org/COI/28907,coi,,Rosalie's St. Croix Falls Map,St. Croix Falls historic river community on St. Croix River,"Retirement community - quiet, well-kempt, good neighbors, supportive, friendly, one-floor plan twin homes with garages, established about 40-years ago; northeast from downtown St. Croix Falls - an historic river city that is growing and has good potential for growth",Pine Court Association,1,darose413@gmail.com
258,1223,https://districtr.org/COI/29031,coi,,Ellen's Waukesha COI Map,"My Community of Interest includes the city and town of Waukesha. My concerns include the environment: including safe air and safe water supply, infrastructure maintenance and development, traffic laws with cars driving too fast, education, more affordable housing.","My community includes the city of Waukesha and part of the town. Concerns include safe air and safe water supply, infrastructure maintenance and development, traffic laws with cars driving too fast, education, and more affordable housing.",Waukesha City and Town,1,Waukesha/Waukesha
259,1225,https://districtr.org/COI/29039,coi,,Jan's Waukesha COI Map,"I would consider my community to be the city of Waukesha. It is west of Milwaukee and has a diverse population. There is a wide variety of housing that includes mostly single family homes, but many apartments and condominiums as well. The City of Waukesha should not be confused with the County of Waukesha. The challenges of the city are significantly different. There are many churches in Waukesha. The community has a strong commitment to the arts. The downtown has attracted several art studio businesses. In the summer the downtown hosts Friday concerts and park system hosts concerts at Cutler Park as well. The Civic Theater also serves the performance arts.  Waukesha has a wonderful park system. There are two city pools. Buchner pool was renovated this past year. There is a city garden at Frame Park.   There is a wide range of economic diversity in the city. Non profits such as Hope House and Hebron House serve a growing number homeless people in Waukesha and a significant number single family homes in the city are valued at $400,000+. The Waukesha Food Pantry serves over 5,000 residents a month and the need is growing. Traditionally, Waukesha has had and continues to have a strong Hispanic population. ","I would consider my community to be the city of Waukesha. It is west of Milwaukee and has a diverse population. There is a wide variety of housing that includes mostly single family homes, but many apartments and condominiums as well. The City of Waukesha should not be confused with the County of Waukesha. The challenges of the city are significantly different.",City of Waukesha,1,Waukesha/Waukesha
260,1226,https://districtr.org/COI/29042,coi,,St. Croix Band of Ojibwe,This COI map describes the St. Croix River Valley and the settlements of the Lake Superior Band of Ojibwe.   ,"> Administrative Buildings: Social Services office for Ojibwe 
> Gaming Enterprises are scattered across this region: provide entertainment and employment to many folks - not just Native people
> If people want to take advantage of the services provided by the tribe, they could be traveling many miles across this region (up to 80 miles). This is inconvenient for tribal members and is a challenge to get basic needs 
> Balsm Lake: School District known as Unity School District -- one of the better school districts in WI that addresses and serves the Native Communities. Much of the student population is comprised of St. Croix Band of Ojibwe Chippewa
> St. Croix River Valley: St. Croix Medical Center, recreation, lots of public services/resources that provide an important alternative to going to the Twin Cities
> Electrical lines/energy infrastructure: Extreme Low Frequency (ELF) Lines have been an issue in terms of affecting deer, wildlife, and domestic animals. Farmers and rural communities have been particularly concerned. 
> This community is very challenged to travel across the scattered resources across a wide swath of geography. This is a disadvantage. ",St. Croix Band of Ojibwe Chippewa,1,Bayfield
261,1228,https://districtr.org/COI/29052,coi,,Melissa's Cottage Grove Map,"Rapidly growing community, largely comprised of young families. Common issues include high quality public schools, access to a public library, etc. Labeled a ""bedroom community"", but has a strong identity as a community and working hard to further establish that identity.  Working towards getting a public library. ","Rapidly growing community, largely comprised of young families. Common issues include high quality public schools, access to a public library, etc. Labeled a ""bedroom community"", but has a strong identity as a community and working hard to further establish that identity.  Working towards getting a public library. ",Village of Cottage Grove,1,Cottage Grove
262,1229,https://districtr.org/COI/29054,coi,,Urban Dane Transportation,Urban Dane County Transportation Issues,"Area of needed multimodal transportation access for transit, bicycles and autos.",Urban Dane County Transportation Corridor Issues,1,Dane County
264,1233,https://districtr.org/COI/29065,coi,,Ronda's Delafield COI Map,"I am from Town of Delafield which straddles the area between cities of Delafield and Waukesha, We are nestled in between Lake Nagawicka and Pewaukee Lake, with a population of about 8600, according to the 2010 census. The area is primarily single family homes, some condominiums, minimal apartment complexes and some summer or secondary homes located on the lakes. The racial makeup of the community is primarily white, exceeding 90%. Median household income is ~$124,000. Median value of owner occupied housing units 2015-2019 $428,900, with a percentage of people in poverty at 3.2% Community concerns include farm land being sold and built up with housing and business. Environmental concerns are high due to rivers / lakes in area. Other concerns include diversity and huge spread of socioeconomic disparity.","I am from Town of Delafield which straddles the area between cities of Delafield and Waukesha, We are nestled in between Lake Nagawicka and Pewaukee Lake, with a population of about 8600, according to the 2010 census. The area is primarily single family homes, some condominiums, minimal apartment complexes and some summer or secondary homes located on the lakes. The racial makeup of the community is primarily white, exceeding 90%. Median household income is ~$124,000. Median value of owner occupied housing units 2015-2019 $428,900, with a percentage of people in poverty at 3.2%",Community 1,1,Waukesha/Waukesha
265,1234,https://districtr.org/COI/29070,coi,,"Laura & Peter's Madison, WI Regent  Area","A mixture of residential, commercial, and student rental units, this neighborhood is dominated by hospitals, public schools, parks and playgrounds, bicycle trails, public libraries, small businesses and restaurants. Its proximity to the University of Wisconsin and to the state Capitol attracts a well-educated and, from an age point of view, a diverse population with college students, young families, and older people. Issues facing this neighborhood are high traffic levels, water and lake quality, affordable housing, a lack of racial and ethnic diversity, public school funding, and UW-Madison master planning which affects this neighborhood.  Public transportation is readily available in this neighborhood but not used as much as it could be.","A mixture of residential, commercial, and student rental units, this neighborhood is dominated by hospitals, public schools, parks and playgrounds, bicycle trails, public libraries, small businesses and restaurants. Its proximity to the University of Wisconsin and to the state Capitol attracts a well-educated and, from an age point of view, a diverse population with college students, young families, and older people. Issues facing this neighborhood are high traffic levels, water and lake quality, affordable housing, a lack of racial and ethnic diversity, public school funding, and UW-Madison master planning which affects this neighborhood.  Public transportation is readily available in this neighborhood but not used as much as it could be.",Madison's Regent Neighborhood,1,Madison/ Dane Co.
266,1235,https://districtr.org/COI/29075,coi,,Rosalie' St. Croix Falls Map,"Small community on the St. Croix River, with close ties to river and activities, small local businesses","Retirement community - quiet, well-kempt, good neighbors, supportive, friendly, one-floor plan twin homes with garages, established about 40-years ago; northeast from downtown St. Croix Falls - an historic river city that is growing and has good potential for growth",Pine Court Association,1,Polk
268,1237,https://districtr.org/COI/29078,coi,,Downtown St. Croix Falls,,"Commercial, retail, dining, entertainment, theatre, professional services; live/work establishments - owners live above retail businesses (zoned for this arrangement) ; bordered by residential areas, Interstate State Park, National Scenic Riverway, St. Croix River; all small businesses; supports regional tourism activities.",Downtown St. Croix Falls,1,Polk
269,1238,https://districtr.org/COI/29119,coi,,Joyce's Southwest Corner MKE,I live in the southwest corner of the City of Milwaukee. It is a sidewalk community just west of the airport. It is called the Garden District.,"I live in the southwest corner of the City of Milwaukee. It is a sidewalk community just west of the airport. The lots are of decent size, mostly single family homes. There are very few renters. We typically know our neighbors. 
My favorite shopping and dining areas are not in my COI but at the same time the COI is conveniently near plenty of places to go to shop, dine, etc., for example Bay View, Cudahy, South Milwaukee, Etc.

We do have a bank and I occasionally go to the Pic N Save, as well as drugstores, along 27th Street.

I value green spaces and we have a couple of small neighborhood parks that are nice. I also walk along the lake and use a library near the lake, which is why I included those areas in my COI.

My children are long gone and I moved here after they were out of school, but we have a good high school and a neighborhood grade school. I value education. 

The area is called the Garden District. I used to live in a condo in Cudahy but missed my garden and I enjoy being in a place where I can garden and enjoy the time spent there as well as the beauty of it. I belong to Wild Ones and I now use native plants.",Joyce - SW Corner City of Milwaukee,1,Milwaukee
272,1243,https://districtr.org/COI/29153,coi,,Connie Community,"Racine and surrounding villages, home, volunteer activities, hiking, shopping, church, social justice, Anti-Racism, AAUW, Racine Interfaith Coalition, Lake Michigan, Sierra Club","City of Racine, Caledonia, Mount Pleasant, shopping, garden center, Mileagers, social justice, AAUW, Racine’s Interfaith Coalition, Anti-Racism Activist, Lake Michigan, Sierra Club, Hiking, exercise at Razor Sharp",Connie Community,1,Racine County
273,1244,https://districtr.org/COI/29160,coi,,Karen's Dousman COI Map,"I consider my community to be the Lake Country and Kettle Moraine South area, including Dousman, Wales, Delafield, Hartland, Eagle, and Oconomowoc. Community concerns include the environment and pollution, roads, healthcare and education. Most important shared values are diversity, environmental, and liberal values.","I consider my community to be the Lake Country and Kettle Moraine South area, including Dousman, Wales, Delafield, Hartland, Eagle, and Oconomowoc. Community concerns include the environment and pollution, roads, healthcare and education. Most important shared values are diversity, environmental, and liberal values.",Dousman and surrounding community,1,Dousman/Waukesha
274,1246,https://districtr.org/COI/29166,coi,,Kay Community,"Mount Pleasant and City of Racine, public safety concerns, social justice issues, road maintenance, infrastructure needed","Live in Mount Pleasant, and shop and other activities in City of Racine, church, River Bend Nature Center, golf, hiking, teach nature classes,  Concerns: road construction, Need improvements in public schools - better funding needed.  Public Safety, Social Justice issues, need more mental health funding",Kay Community,1,Mount Pleasant
275,1247,https://districtr.org/COI/29178,coi,,Marj's Brookfield COI Map,"My community is the City of Brookfield. We share a common city budget and school budget that drives much of the major decisions in our area.   Local concerns include zoning and related rules regarding new buildings and homes, transportation, and our public schools.   This community values investment in our homes and schools, access to religious services, an environment conducive to raising children.","My community is the City of Brookfield. We share a common city budget and school budget that drives much of the major decisions in our area. 

Local concerns include zoning and related rules regarding new buildings and homes, transportation, and our public schools. 

This community values investment in our homes and schools, access to religious services, an environment conducive to raising children.",Brookfield,1,Brookfield/Waukesha
276,1251,https://districtr.org/COI/29198,coi,,UpNorthBroadband,Rural area northwest of Green Bay with poor internet service.,This is an area with minimal internet service and all of the community disadvantages that brings with it. ,Deficient Broadband Service Area,1,Oconto County
277,1249,https://districtr.org/COI/29199,coi,,My Racine,"Where I live, volunteer, shop, dine, and where most people I interact with also live","Area where I live, socialize, pay taxes, volunteer.",Dave’s community,1,Wind Point
278,1248,https://districtr.org/COI/29200,coi,,Nikki's Racine,This is the community of interest of a person who lives in an area very close to central Racine and considers the whole Racine area. ,"An area where I work, socialize, pay taxes and volunteer.",Nikki's community,1,Racine
279,1250,https://districtr.org/COI/29201,coi,,Jane’s Map Racine,"This is where I live, and have neighbors and friends. Recreation areas. Professional Services. Businesses that I frequent as a consumer.","Area where I live, have neighbors and friends, have concern for my community.",Jane’s Community,1,Racine
280,1255,https://districtr.org/COI/29209,coi,,"Antonio's Map July 16, 2021","This community needs a lot of improvements. It has several parks, daycare, restaurants, community care centers, seniors, schools, library, lagoon and  supermarkets. These are very important places  that is very useful to the community.","This community needs a lot of improvements  because it  has several parks, daycare, restaurants, community care centers, seniors, schools, library, lagoon and  supermarkets. These are very important places  that is very useful to the community.",Galena Area,1,Milwaukee
283,1257,https://districtr.org/COI/29249,coi,,Richland Center,"Richland Center is my post office town, and the biggest town around. Lots of friends there and social events. We live in Rock Bridge.","Richland Center is my post office town, and the biggest town around. Lots of friends there and social events. We live in Rock Bridge.","Richland Center, wi",1,
284,1264,https://districtr.org/COI/29294,coi,,Northern WI Community new District,"Nearly 1/3 of the Northern portion of the state resides in 1 Congressional District, I believe the area which I live in should more closely reflect the people of this region, not regions over 200 miles away. Therefore I wish this portion to be given its own designation and it own Congressional District.",,Community 1,1,Iron River
285,1265,https://districtr.org/COI/29297,coi,,Submission 1,"Town of lakes neighborhood minus the airport. This ""community 1"" is the discrit in which I was born and grew up in. It is predominantly caucasian with a 15% demographic od latin@s. I care about this community because it ius very prgressive and would love to see a connection with all my community. ","Town of lakes neighborhood minus the airport. This ""community 1"" is the discrit in which I was born and grew up in. It is predominantly caucasian with a 15% demographic od latin@s. I care about this community because it ius very prgressive and would love to see a connection with all my community. ",Community 1,1,Milwaukee
286,1266,https://districtr.org/COI/29300,coi,,Milwaukee,,"this part of the community is very important because the demographics are different. since it is on the border of suburban neighborhoods, but still in Milwaukee, this group of people doesn't get the representation they need.",Milwaukee-North Shore,1,Milwaukee
287,1267,https://districtr.org/COI/29304,coi,,Asian America Communites- Fatimah Abdul,"I care about this community because this community is predominately Asian and the community should integrate.   I care about my school, Morgan Dale and Salam School.   I care about the mosque in this community. ","I care about this community because this community is predominately Asian and the community should integrate. 

I care about my school, Morgan Dale and Salam School. 

I care about the mosque in this community. 

",Asian American Communities ,1,Milwaukee
288,1268,https://districtr.org/COI/29304,coi,,Asian America Communites- Halimah Abdul,"I care about this community because this community is predominately Asian and the community should integrate.   I care about my school, Morgan Dale and Salam School.   I care about the mosque in this community. ","I care about this community because this community is predominately Asian and the community should integrate. 

I care about my school, Morgan Dale and Salam School. 

I care about the mosque in this community. 

",Asian American Communities ,1,Milwaukee
